x,y,z
15.89307,39.888885,2.4579077
15.89307,39.888885,2.4579077
61.48433,77.428406,0.28090376
61.48433,77.428406,0.28090376
61.81184,77.02933,2.1945605
61.81184,77.02933,2.1945605
11.707798,30.876171,0.80759835
11.707798,30.876171,0.80759835
11.8319435,30.752026,0.28090376
11.8319435,30.752026,0.28090376
38.71611,48.452805,6.2676554
38.71611,48.452805,6.2676554
38.639038,48.360165,5.8111873
38.639038,48.360165,5.8111873
40.12593,17.78112,0.28090376
40.12593,17.78112,0.28090376
40.09137,17.8428,2.5456903
40.09137,17.8428,2.5456903
40.048954,17.899376,0.28090376
40.048954,17.899376,0.28090376
39.999428,17.94984,2.5456903
39.999428,17.94984,2.5456903
20.32347,24.716496,4.6350994
20.32347,24.716496,4.6350994
20.702076,25.476875,4.104973
20.702076,25.476875,4.104973
61.60511,20.793808,2.6356673
61.60511,20.793808,2.6356673
61.78913,20.632423,1.4764822
61.78913,20.632423,1.4764822
60.518364,21.875862,1.4764822
60.518364,21.875862,1.4764822
60.55655,21.842373,2.6356673
60.55655,21.842373,2.6356673
60.55655,21.842373,2.6356673
60.55655,21.842373,2.6356673
61.60511,20.793808,1.4764822
61.60511,20.793808,1.4764822
23.587973,24.237469,1.6049974
23.587973,24.237469,1.6049974
23.921492,23.749931,0.28090376
23.921492,23.749931,0.28090376
10.661434,37.427914,15.168805
10.661434,37.427914,15.168805
8.466152,41.091812,3.8273137
8.466152,41.091812,3.8273137
62.65892,12.934898,0.28090376
62.65892,12.934898,0.28090376
62.491333,12.968235,1.2640668
62.491333,12.968235,1.2640668
59.13595,9.007839,4.7051377
59.13595,9.007839,4.7051377
59.363632,9.238235,4.7051377
59.363632,9.238235,4.7051377
59.363632,9.238235,4.7051377
59.363632,9.238235,4.7051377
59.517494,9.523277,4.7051377
59.517494,9.523277,4.7051377
59.585167,9.840038,4.7051377
59.585167,9.840038,4.7051377
59.56118,10.1630745,4.7051377
59.56118,10.1630745,4.7051377
59.44749,10.466385,4.7051377
59.44749,10.466385,4.7051377
56.989933,12.988899,4.7051377
56.989933,12.988899,4.7051377
56.80822,7.4689674,4.7051377
56.80822,7.4689674,4.7051377
59.585167,9.840038,4.7051377
59.585167,9.840038,4.7051377
66.28018,67.64071,0.28090376
66.28018,67.64071,0.28090376
64.97368,67.63082,4.634912
64.97368,67.63082,4.634912
67.15399,23.749905,0.28090376
67.15399,23.749905,0.28090376
66.51597,23.053616,3.0062747
66.51597,23.053616,3.0062747
33.52145,11.636505,1.5274142
33.52145,11.636505,1.5274142
33.28868,12.192047,19.101456
33.28868,12.192047,19.101456
59.66381,38.56718,1.9487698
59.66381,38.56718,1.9487698
57.72588,32.550358,1.9487698
57.72588,32.550358,1.9487698
61.157776,33.995964,1.9487698
61.157776,33.995964,1.9487698
61.997356,32.957752,1.9487698
61.997356,32.957752,1.9487698
61.614265,36.048485,1.9487698
61.614265,36.048485,1.9487698
59.66381,38.56718,1.9487698
59.66381,38.56718,1.9487698
62.091747,32.411514,1.9487698
62.091747,32.411514,1.9487698
61.614265,36.048485,1.9487698
61.614265,36.048485,1.9487698
61.600094,32.560493,1.9487698
61.600094,32.560493,1.9487698
62.091747,32.411514,1.9487698
62.091747,32.411514,1.9487698
26.692146,48.59582,14.045187
26.692146,48.59582,14.045187
26.845339,48.53238,3.5464098
26.845339,48.53238,3.5464098
36.718224,46.678207,11.797949
36.718224,46.678207,11.797949
36.597805,46.682777,12.254418
36.597805,46.682777,12.254418
77.51687,45.199898,2.1761813
77.51687,45.199898,2.1761813
76.33269,46.09671,10.867462
76.33269,46.09671,10.867462
38.278114,49.47763,6.2676554
38.278114,49.47763,6.2676554
36.743263,49.714386,5.8111873
36.743263,49.714386,5.8111873
55.336147,78.99187,3.0899413
55.336147,78.99187,3.0899413
55.080303,79.20184,0.28090376
55.080303,79.20184,0.28090376
36.57585,49.824524,17.784708
36.57585,49.824524,17.784708
36.743633,49.837276,12.254418
36.743633,49.837276,12.254418
34.427696,11.4502945,2.4403512
34.427696,11.4502945,2.4403512
35.04841,10.829575,19.803715
35.04841,10.829575,19.803715
34.302788,47.842075,0.2808944
34.302788,47.842075,0.2808944
34.51318,48.052467,1.2465011
34.51318,48.052467,1.2465011
41.96549,13.803501,2.5456903
41.96549,13.803501,2.5456903
41.897636,13.742672,0.28090376
41.897636,13.742672,0.28090376
42.14657,13.955448,2.5456903
42.14657,13.955448,2.5456903
41.96549,13.803501,0.28090376
41.96549,13.803501,0.28090376
42.626717,14.299522,0.28090376
42.626717,14.299522,0.28090376
42.334103,14.09935,2.5456903
42.334103,14.09935,2.5456903
42.334103,14.09935,2.5456903
42.334103,14.09935,2.5456903
42.14657,13.955448,0.28090376
42.14657,13.955448,0.28090376
26.173872,68.731384,11.23615
26.173872,68.731384,11.23615
26.43452,69.025314,11.23615
26.43452,69.025314,11.23615
27.106585,70.353485,11.23615
27.106585,70.353485,11.23615
23.686234,68.16741,11.23615
23.686234,68.16741,11.23615
25.135208,68.20426,11.23615
25.135208,68.20426,11.23615
25.512583,68.31351,11.23615
25.512583,68.31351,11.23615
25.862915,68.491295,11.23615
25.862915,68.491295,11.23615
26.173872,68.731384,11.23615
26.173872,68.731384,11.23615
81.29095,29.081089,0.28090516
81.29095,29.081089,0.28090516
81.11975,29.092312,1.325789
81.11975,29.092312,1.325789
58.04999,24.546417,0.28090376
58.04999,24.546417,0.28090376
57.996563,24.651852,3.038096
57.996563,24.651852,3.038096
58.2239,24.237465,3.038096
58.2239,24.237465,3.038096
58.105713,24.44218,0.28090376
58.105713,24.44218,0.28090376
58.105713,24.44218,0.28090376
58.105713,24.44218,0.28090376
58.04999,24.546417,3.038096
58.04999,24.546417,3.038096
64.258675,76.91706,2.6159163
64.258675,76.91706,2.6159163
64.2533,75.712616,9.708736
64.2533,75.712616,9.708736
52.669758,12.839924,14.817673
52.669758,12.839924,14.817673
52.520782,12.690956,6.706577
52.520782,12.690956,6.706577
52.520782,12.690956,6.706577
52.520782,12.690956,6.706577
52.37181,12.541981,2.5281339
52.37181,12.541981,2.5281339
52.520782,12.690956,5.1967196
52.520782,12.690956,5.1967196
52.669758,12.839924,13.307816
52.669758,12.839924,13.307816
52.669758,12.839924,13.307816
52.669758,12.839924,13.307816
52.818726,12.988899,16.099297
52.818726,12.988899,16.099297
59.769413,15.423431,0.28090376
59.769413,15.423431,0.28090376
56.67896,18.513897,2.6356673
56.67896,18.513897,2.6356673
59.780064,80.86975,9.094258
59.780064,80.86975,9.094258
59.770447,81.059364,2.6159163
59.770447,81.059364,2.6159163
72.28479,44.18473,15.449706
72.28479,44.18473,15.449706
73.37399,46.010494,2.1761813
73.37399,46.010494,2.1761813
73.37399,46.010494,5.758526
73.37399,46.010494,5.758526
74.46321,47.836258,15.449703
74.46321,47.836258,15.449703
68.145134,28.220749,0.28090376
68.145134,28.220749,0.28090376
68.19125,27.988907,9.597454
68.19125,27.988907,9.597454
68.11829,28.335857,0.28090376
68.11829,28.335857,0.28090376
68.145134,28.220749,9.597454
68.145134,28.220749,9.597454
68.08895,28.450352,0.28090376
68.08895,28.450352,0.28090376
68.11829,28.335857,9.597454
68.11829,28.335857,9.597454
67.98604,28.78962,9.597454
67.98604,28.78962,9.597454
68.022804,28.677292,0.28090376
68.022804,28.677292,0.28090376
68.022804,28.677292,0.28090376
68.022804,28.677292,0.28090376
68.08895,28.450352,9.597454
68.08895,28.450352,9.597454
60.96265,83.31213,4.5822425
60.96265,83.31213,4.5822425
59.814323,82.16381,9.094258
59.814323,82.16381,9.094258
12.276062,35.863045,17.117577
12.276062,35.863045,17.117577
12.430363,35.770493,2.4579077
12.430363,35.770493,2.4579077
31.09689,72.886696,2.791481
31.09689,72.886696,2.791481
31.225967,73.53557,0.28090376
31.225967,73.53557,0.28090376
62.469467,37.9589,13.062024
62.469467,37.9589,13.062024
62.28462,38.021645,1.5449706
62.28462,38.021645,1.5449706
33.876247,30.707115,10.691899
33.876247,30.707115,10.691899
33.81597,30.714367,3.0197155
33.81597,30.714367,3.0197155
63.37017,13.208893,18.7195
63.37017,13.208893,18.7195
64.02594,13.59734,18.795109
64.02594,13.59734,18.795109
64.02594,13.59734,18.795109
64.02594,13.59734,18.795109
64.60797,14.089428,18.820553
64.60797,14.089428,18.820553
65.100075,14.671474,18.795109
65.100075,14.671474,18.795109
65.48852,15.32724,18.7195
65.48852,15.32724,18.7195
65.762505,16.038479,18.595829
65.762505,16.038479,18.595829
62.000965,14.461861,17.97784
62.000965,14.461861,17.97784
63.020275,13.05703,18.663494
63.020275,13.05703,18.663494
65.100075,14.671474,18.795109
65.100075,14.671474,18.795109
50.587257,42.402412,2.1446342
50.587257,42.402412,2.1446342
50.668102,42.624535,0.28090376
50.668102,42.624535,0.28090376
50.49679,42.18403,0.28090376
50.49679,42.18403,0.28090376
50.543217,42.292725,2.1446342
50.543217,42.292725,2.1446342
50.543217,42.292725,2.1446342
50.543217,42.292725,2.1446342
50.587257,42.402412,0.28090376
50.587257,42.402412,0.28090376
34.1436,23.249168,3.0197155
34.1436,23.249168,3.0197155
34.035995,23.27795,10.814795
34.035995,23.27795,10.814795
67.38922,60.28448,7.3034973
67.38922,60.28448,7.3034973
66.02365,61.650055,9.498058
66.02365,61.650055,9.498058
34.34819,23.161629,3.0197155
34.34819,23.161629,3.0197155
34.247997,23.210274,10.814795
34.247997,23.210274,10.814795
26.393177,67.55276,0.28090376
26.393177,67.55276,0.28090376
26.250038,67.60134,4.634912
26.250038,67.60134,4.634912
35.739765,32.452206,10.691899
35.739765,32.452206,10.691899
35.744072,32.512764,3.0197155
35.744072,32.512764,3.0197155
31.71587,10.602913,1.5274142
31.71587,10.602913,1.5274142
33.28868,12.192047,0.28090376
33.28868,12.192047,0.28090376
34.19116,35.514565,10.58656
34.19116,35.514565,10.58656
33.198013,34.521416,1.6062171
33.198013,34.521416,1.6062171
9.70113,29.681374,0.28090376
9.70113,29.681374,0.28090376
9.956963,29.698147,0.80759835
9.956963,29.698147,0.80759835
57.07859,32.452793,0.28090376
57.07859,32.452793,0.28090376
55.314007,34.217377,9.533172
55.314007,34.217377,9.533172
66.18847,37.18486,5.44251
66.18847,37.18486,5.44251
66.43676,36.936573,0.28090376
66.43676,36.936573,0.28090376
66.43676,36.936573,0.28090376
66.43676,36.936573,0.28090376
65.56776,37.805573,2.4930208
65.56776,37.805573,2.4930208
59.823616,80.68496,9.094258
59.823616,80.68496,9.094258
59.780064,80.86975,2.6159163
59.780064,80.86975,2.6159163
52.07302,17.853695,0.28090376
52.07302,17.853695,0.28090376
51.922115,17.939995,2.2989852
51.922115,17.939995,2.2989852
68.112686,36.253784,6.1798825
68.112686,36.253784,6.1798825
64.884964,33.02607,5.934092
64.884964,33.02607,5.934092
42.527733,48.870853,6.847019
42.527733,48.870853,6.847019
42.430176,48.804115,6.847019
42.430176,48.804115,6.847019
42.239548,48.66434,6.847019
42.239548,48.66434,6.847019
42.0552,48.516388,0.2808944
42.0552,48.516388,0.2808944
80.63515,29.25681,0.28090516
80.63515,29.25681,0.28090516
80.4925,29.352127,1.325789
80.4925,29.352127,1.325789
34.532516,23.036926,3.0197155
34.532516,23.036926,3.0197155
34.443325,23.103672,10.814795
34.443325,23.103672,10.814795
63.24194,37.9589,13.062024
63.24194,37.9589,13.062024
63.42679,38.021645,1.5449706
63.42679,38.021645,1.5449706
38.781887,49.317543,17.784708
38.781887,49.317543,17.784708
38.68239,49.420197,12.254418
38.68239,49.420197,12.254418
33.06135,42.131496,3.0899317
33.06135,42.131496,3.0899317
32.63337,42.56331,8.953797
32.63337,42.56331,8.953797
32.690075,42.502773,3.5464005
32.690075,42.502773,3.5464005
31.700804,43.50907,0.80758893
31.700804,43.50907,0.80758893
32.76146,42.431393,0.80758893
32.76146,42.431393,0.80758893
33.06135,42.131496,0.2808944
33.06135,42.131496,0.2808944
15.540619,39.983322,5.688303
15.540619,39.983322,5.688303
15.713747,39.924557,2.4579077
15.713747,39.924557,2.4579077
62.855698,41.17594,3.5464098
62.855698,41.17594,3.5464098
62.671947,41.163902,0.8075983
62.671947,41.163902,0.8075983
25.042175,32.126034,2.3797815
25.042175,32.126034,2.3797815
23.292221,30.376083,1.2726438
23.292221,30.376083,1.2726438
53.07943,12.430256,5.477623
53.07943,12.430256,5.477623
52.669758,12.839924,13.307816
52.669758,12.839924,13.307816
67.38922,57.55333,9.498058
67.38922,57.55333,9.498058
67.38922,68.1674,0.28090376
67.38922,68.1674,0.28090376
67.38922,68.1674,0.28090376
67.38922,68.1674,0.28090376
67.38922,64.51374,6.513456
67.38922,64.51374,6.513456
64.47838,77.78867,4.020435
64.47838,77.78867,4.020435
64.44446,77.71384,2.6159163
64.44446,77.71384,2.6159163
27.106585,70.353485,4.9860415
27.106585,70.353485,4.9860415
27.124603,72.77698,0.28090376
27.124603,72.77698,0.28090376
35.69285,32.2768,10.691899
35.69285,32.2768,10.691899
35.71405,32.333687,3.0197155
35.71405,32.333687,3.0197155
53.4891,12.839924,5.477623
53.4891,12.839924,5.477623
53.638073,12.690952,14.536769
53.638073,12.690952,14.536769
64.25135,20.793797,2.6356673
64.25135,20.793797,2.6356673
63.298073,19.840515,4.020435
63.298073,19.840515,4.020435
28.403517,47.568237,0.8075983
28.403517,47.568237,0.8075983
28.584124,47.604164,3.5464098
28.584124,47.604164,3.5464098
35.30903,25.473759,0.28090376
35.30903,25.473759,0.28090376
35.25009,25.921432,3.0197155
35.25009,25.921432,3.0197155
13.368137,32.32531,17.117577
13.368137,32.32531,17.117577
13.328674,32.319633,2.4579077
13.328674,32.319633,2.4579077
50.033485,15.711662,2.2989852
50.033485,15.711662,2.2989852
50.044376,15.877872,9.111815
50.044376,15.877872,9.111815
34.019554,77.28743,3.0899413
34.019554,77.28743,3.0899413
31.7229,79.584076,2.1945605
31.7229,79.584076,2.1945605
66.23439,45.069946,0.8075994
66.23439,45.069946,0.8075994
66.3367,45.223064,3.5464106
66.3367,45.223064,3.5464106
7.5703278,30.752033,0.28090376
7.5703278,30.752033,0.28090376
7.6944656,30.876179,0.80759835
7.6944656,30.876179,0.80759835
67.926476,36.440002,6.671464
67.926476,36.440002,6.671464
64.884964,33.02607,6.1798825
64.884964,33.02607,6.1798825
66.09375,44.73042,0.80759966
66.09375,44.73042,0.80759966
66.05783,44.549812,3.5464106
66.05783,44.549812,3.5464106
42.209797,4.7119293,0.28090376
42.209797,4.7119293,0.28090376
42.13453,4.7146454,3.5112967
42.13453,4.7146454,3.5112967
50.39689,41.969788,2.1446342
50.39689,41.969788,2.1446342
50.49679,42.18403,0.28090376
50.49679,42.18403,0.28090376
50.343464,41.86436,2.1446342
50.343464,41.86436,2.1446342
50.39689,41.969788,0.28090376
50.39689,41.969788,0.28090376
50.229763,41.657116,0.28090376
50.229763,41.657116,0.28090376
50.287735,41.760117,2.1446342
50.287735,41.760117,2.1446342
50.287735,41.760117,2.1446342
50.287735,41.760117,2.1446342
50.343464,41.86436,0.28090376
50.343464,41.86436,0.28090376
67.521484,46.176598,0.28090498
67.521484,46.176598,0.28090498
66.58226,45.237366,0.8075994
66.58226,45.237366,0.8075994
53.4891,15.893841,14.817673
53.4891,15.893841,14.817673
54.755363,14.925533,14.536769
54.755363,14.925533,14.536769
63.822662,40.267044,13.062024
63.822662,40.267044,13.062024
63.905563,40.264328,3.5464098
63.905563,40.264328,3.5464098
61.805832,40.264328,3.5464098
61.805832,40.264328,3.5464098
61.88874,40.267044,13.062024
61.88874,40.267044,13.062024
61.88874,40.267044,13.062024
61.88874,40.267044,13.062024
63.822662,40.267044,3.5464098
63.822662,40.267044,3.5464098
54.474728,21.505928,3.038096
54.474728,21.505928,3.038096
54.4953,21.678547,0.28090376
54.4953,21.678547,0.28090376
78.71087,43.71853,2.1761813
78.71087,43.71853,2.1761813
79.96744,44.9751,10.867462
79.96744,44.9751,10.867462
40.223946,8.673161,0.28090376
40.223946,8.673161,0.28090376
40.407364,7.988617,3.5112967
40.407364,7.988617,3.5112967
34.06768,11.090275,1.5274142
34.06768,11.090275,1.5274142
33.52145,11.636505,19.101456
33.52145,11.636505,19.101456
36.412163,49.785576,11.797949
36.412163,49.785576,11.797949
36.57585,49.824524,6.2676554
36.57585,49.824524,6.2676554
55.94227,82.61455,3.0899413
55.94227,82.61455,3.0899413
55.017605,83.07054,0.28090376
55.017605,83.07054,0.28090376
58.18987,46.176598,0.28090376
58.18987,46.176598,0.28090376
58.31401,46.30074,0.8075983
58.31401,46.30074,0.8075983
38.74332,80.236176,3.0899413
38.74332,80.236176,3.0899413
38.087395,80.149826,0.28090376
38.087395,80.149826,0.28090376
64.38329,48.59581,10.621674
64.38329,48.59581,10.621674
64.52689,48.678726,3.5464098
64.52689,48.678726,3.5464098
54.718117,14.366882,13.588718
54.718117,14.366882,13.588718
54.606388,13.957214,13.307816
54.606388,13.957214,13.307816
66.95469,43.3991,3.5464106
66.95469,43.3991,3.5464106
66.957405,43.316193,11.446826
66.957405,43.316193,11.446826
66.9574,45.415924,11.446826
66.9574,45.415924,11.446826
66.95469,45.333015,3.5464106
66.95469,45.333015,3.5464106
66.95469,45.333015,3.5464106
66.95469,45.333015,3.5464106
66.95469,43.3991,11.446826
66.95469,43.3991,11.446826
71.010956,33.603806,2.4930208
71.010956,33.603806,2.4930208
70.53348,34.081284,0.28090376
70.53348,34.081284,0.28090376
40.51656,39.99002,5.0562587
40.51656,39.99002,5.0562587
40.510925,39.90409,2.5983505
40.510925,39.90409,2.5983505
23.831781,37.37108,2.4240236
23.831781,37.37108,2.4240236
23.42832,36.967613,0.28090376
23.42832,36.967613,0.28090376
22.217916,35.757217,2.3797815
22.217916,35.757217,2.3797815
22.621386,36.160683,14.273421
22.621386,36.160683,14.273421
68.42304,34.950283,5.934092
68.42304,34.950283,5.934092
66.18847,32.715706,5.44251
66.18847,32.715706,5.44251
62.316967,41.068783,0.8075983
62.316967,41.068783,0.8075983
62.15181,40.987335,3.5464098
62.15181,40.987335,3.5464098
55.688026,29.067127,0.28090376
55.688026,29.067127,0.28090376
55.590298,29.507954,6.6012383
55.590298,29.507954,6.6012383
67.8214,42.255646,2.176182
67.8214,42.255646,2.176182
70.69479,39.382256,0.28090516
70.69479,39.382256,0.28090516
16.451017,44.3743,5.688303
16.451017,44.3743,5.688303
15.73971,47.495026,13.518496
15.73971,47.495026,13.518496
15.73971,47.495026,13.518496
15.73971,47.495026,13.518496
16.095367,45.93466,3.1357682
16.095367,45.93466,3.1357682
64.02594,13.59734,0.28090376
64.02594,13.59734,0.28090376
63.706173,13.389404,18.76348
63.706173,13.389404,18.76348
9.898579,41.594025,3.8273137
9.898579,41.594025,3.8273137
8.466152,41.091812,3.1357682
8.466152,41.091812,3.1357682
58.76671,75.56131,0.28090376
58.76671,75.56131,0.28090376
58.624992,75.712616,2.8792634
58.624992,75.712616,2.8792634
58.624992,75.712616,2.1945605
58.624992,75.712616,2.1945605
57.055912,77.28742,0.28090376
57.055912,77.28742,0.28090376
17.063887,40.286324,2.4579077
17.063887,40.286324,2.4579077
16.075521,39.29796,1.3572057
16.075521,39.29796,1.3572057
16.075521,39.29796,1.3572057
16.075521,39.29796,1.3572057
21.14363,44.36607,3.1357682
21.14363,44.36607,3.1357682
18.56439,41.78683,3.1357682
18.56439,41.78683,3.1357682
16.926416,40.165768,5.688303
16.926416,40.165768,5.688303
67.90518,29.011745,0.28090376
67.90518,29.011745,0.28090376
67.98604,28.78962,9.597454
67.98604,28.78962,9.597454
67.861145,29.121433,0.28090376
67.861145,29.121433,0.28090376
67.90518,29.011745,9.597454
67.90518,29.011745,9.597454
67.81473,29.230133,0.28090376
67.81473,29.230133,0.28090376
67.861145,29.121433,9.597454
67.861145,29.121433,9.597454
67.765945,29.337791,0.28090376
67.765945,29.337791,0.28090376
67.81473,29.230133,9.597454
67.81473,29.230133,9.597454
67.6614,29.549797,9.597454
67.6614,29.549797,9.597454
67.71483,29.444363,0.28090376
67.71483,29.444363,0.28090376
67.71483,29.444363,0.28090376
67.71483,29.444363,0.28090376
